Source,Target
drawing,Drawings and Prints
insertion,European Sculpture and Decorative Arts
print,Drawings and Prints
dragon robe,Asian Art
piece,European Sculpture and Decorative Arts
coat,Costume Institute
print,Drawings and Prints
print,Drawings and Prints
amulet,Egyptian Art
whale oil lamp,The American Wing
trade card,Drawings and Prints
bottle,Modern and Contemporary Art
print,Drawings and Prints
chalice veil,European Sculpture and Decorative Arts
print,Drawings and Prints
cuirass fittings,Greek and Roman Art
medal,European Sculpture and Decorative Arts
spoon,European Sculpture and Decorative Arts
bath scraper,Islamic Art
print,Drawings and Prints
print,Drawings and Prints
mug,Greek and Roman Art
brazier,Islamic Art
trousers,Costume Institute
photograph,Photographs
dagger (jambiya),Arms and Armor
print,Drawings and Prints
kylix fragment,Greek and Roman Art
ear ornament,Asian Art
scarab,Egyptian Art
ostrakon,Medieval Art
gable ornament,"Arts of Africa, Oceania, and the Americas"
statuette of a cock,Greek and Roman Art
print,Drawings and Prints
plate,The American Wing
print,Drawings and Prints
print,Drawings and Prints
sealing,Egyptian Art
dirk with sheath,Arms and Armor
relief,Egyptian Art
hanging scroll,Asian Art
photograph,Photographs
photograph,Photographs
drawing,Drawings and Prints
print,Drawings and Prints
earring,European Sculpture and Decorative Arts
print,Drawings and Prints
textile,Costume Institute
baseball card,Drawings and Prints
book,Drawings and Prints
piece,European Sculpture and Decorative Arts
apron,Costume Institute
fragment,Medieval Art
border,European Sculpture and Decorative Arts
drawing,Drawings and Prints
print,Drawings and Prints
drawing,Drawings and Prints
necklace,Egyptian Art
photograph,Drawings and Prints
amulet plaque,Egyptian Art
negative,Photographs
shabti,Egyptian Art
sword rack (katana kake),Arms and Armor
flask,Greek and Roman Art
books prints ornament & architecture,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
toilet box,European Sculpture and Decorative Arts
cape,Costume Institute
dish,Asian Art
print,Drawings and Prints
print,Drawings and Prints
model vase,Egyptian Art
tassels,European Sculpture and Decorative Arts
negative,Photographs
stereograph,Photographs
photograph,Photographs
books prints ornament & architecture,Drawings and Prints
decanter,The American Wing
"book
ornament & architecture
prints",Drawings and Prints
print,Drawings and Prints
scarab,Egyptian Art
photograph,Drawings and Prints
print,Drawings and Prints
ephemera,Drawings and Prints
print,Drawings and Prints
ornament,Asian Art
panel,The Cloisters
carte-de-visite,Photographs
print,Drawings and Prints
book,Drawings and Prints
photograph,Photographs
amulet,Egyptian Art
sword pommel,Arms and Armor
chest (?) of akhenaten,Egyptian Art
kylix,Greek and Roman Art
jar label,Egyptian Art
print,Drawings and Prints
brazier,The American Wing
negative,Photographs
print,Drawings and Prints
stereograph,Photographs
plate,European Sculpture and Decorative Arts
pair of stirrups,Arms and Armor
print,Asian Art
print,Drawings and Prints
bead,Egyptian Art
suit,Costume Institute
fragment,Islamic Art
illustrated book,Asian Art
photograph,Photographs
length,European Sculpture and Decorative Arts
print,Drawings and Prints
drawing,Drawings and Prints
book,Drawings and Prints
ornament,Asian Art
banner,Arms and Armor
photograph,Drawings and Prints
armor,Arms and Armor
piece,European Sculpture and Decorative Arts
print,Asian Art
jar,Asian Art
fragment,European Sculpture and Decorative Arts
print,Drawings and Prints
kylix fragment,Greek and Roman Art
piece,European Sculpture and Decorative Arts
fan,European Sculpture and Decorative Arts
drawing,Drawings and Prints
print,Drawings and Prints
toy,European Sculpture and Decorative Arts
baseball card,Drawings and Prints
fragment,Islamic Art
piece,Asian Art
photograph,Photographs
photograph,Drawings and Prints
print,Drawings and Prints
print,Modern and Contemporary Art
medal,The American Wing
drawing,"Arts of Africa, Oceania, and the Americas"
print,Drawings and Prints
print,Drawings and Prints
books prints ornament & architecture,Drawings and Prints
head from the figure of an official,Egyptian Art
cup,Asian Art
ostrakon,Medieval Art
relief plaque,European Sculpture and Decorative Arts
print,Drawings and Prints
relief,Egyptian Art
print,Drawings and Prints
sugar bowl,The American Wing
print,Drawings and Prints
medal,European Sculpture and Decorative Arts
evening purse,Costume Institute
drawing,Drawings and Prints
picture hat,Costume Institute
bag,Costume Institute
drawing,Modern and Contemporary Art
negative,Photographs
drawing,Modern and Contemporary Art
amulet,Egyptian Art
band,Islamic Art
fragment,European Sculpture and Decorative Arts
print,Drawings and Prints
telescoping opera glass,European Sculpture and Decorative Arts
print,Drawings and Prints
hanging scroll,Asian Art
fork,European Sculpture and Decorative Arts
sampler,European Sculpture and Decorative Arts
print,Drawings and Prints
kylikes fragments,Greek and Roman Art
statuette of a man,Greek and Roman Art
turban,Costume Institute
necktie,Costume Institute
drawing,The American Wing
celt,"Arts of Africa, Oceania, and the Americas"
woodblock print (nishiki-e),Asian Art
box,Egyptian Art
print ornament & architecture,Drawings and Prints
earring,Egyptian Art
button,Costume Institute
drawing,Drawings and Prints
oinochoe,Greek and Roman Art
print,Drawings and Prints
fragment,Asian Art
print,Drawings and Prints
photograph,Photographs
border,European Sculpture and Decorative Arts
photograph,Photographs
sword guard (tsuba),Arms and Armor
sugar bowl with cover,European Sculpture and Decorative Arts
vertical panel,Asian Art
platter,"Arts of Africa, Oceania, and the Americas"
illustrated book,Asian Art
necktie,Costume Institute
cup,Greek and Roman Art
photograph,Photographs
drawing,Drawings and Prints
print,Drawings and Prints
striped fragment,Egyptian Art
kylix fragment,Greek and Roman Art
vase fragment,Greek and Roman Art
statue foot fragment,Egyptian Art
chair,European Sculpture and Decorative Arts
drawing,Drawings and Prints
kylix fragment,Greek and Roman Art
painting,Asian Art
photograph,Drawings and Prints
print,Drawings and Prints
box,Asian Art
photograph,Photographs
print,Drawings and Prints
hanging,European Sculpture and Decorative Arts
cavaco,Musical Instruments
print,Drawings and Prints
painting,European Paintings
tekkin,Musical Instruments
photograph,Photographs
ornament,Asian Art
bracelet,Egyptian Art
trousers,Costume Institute
pocket flask,The American Wing
table,Asian Art
photograph,Drawings and Prints
print,Drawings and Prints
baseball card,Drawings and Prints
painting,European Paintings
stele,Islamic Art
print,Drawings and Prints
cylinder seal,Ancient Near Eastern Art
textile sample,Modern and Contemporary Art
photograph,Photographs
photograph,Photographs
piece,Asian Art
plate,The American Wing
hair ornament,Asian Art
teapot,European Sculpture and Decorative Arts
print,Drawings and Prints
photograph,Photographs
tea jar,Asian Art
pottery whistle,Musical Instruments
print,Drawings and Prints
sword guard (tsuba),Arms and Armor
print,Drawings and Prints
photograph,Photographs
print,Photographs
photograph,Photographs
arm,Egyptian Art
ensemble,Costume Institute
print,Drawings and Prints
book,Drawings and Prints
ornament & architecture,Drawings and Prints
postcard,Photographs
print,Drawings and Prints
statuette of a goose,Greek and Roman Art
photograph,Drawings and Prints
fragment,Islamic Art
mask,"Arts of Africa, Oceania, and the Americas"
jar,Egyptian Art
piece,Asian Art
print,Drawings and Prints
paddle,"Arts of Africa, Oceania, and the Americas"
photograph,Photographs
sculpture,The American Wing
drawing,Modern and Contemporary Art
drinking bowl,The Cloisters
collection ornament & architecture,Drawings and Prints
book print ornament & architecture,Drawings and Prints
photograph,Photographs
platter and rack,The American Wing
knife handle (kozuka),Arms and Armor
print,Drawings and Prints
photograph,Photographs
prints,Drawings and Prints
dish,Robert Lehman Collection
evening skirt,Costume Institute
candlesticks,European Sculpture and Decorative Arts
photograph,Photographs
drawing,Drawings and Prints
scarab,Egyptian Art
fan,Costume Institute
dress,Costume Institute
print,Drawings and Prints
ornament & architecture,Drawings and Prints
piece,European Sculpture and Decorative Arts
print collection ornament & architecture,Drawings and Prints
vase,European Sculpture and Decorative Arts
print,Drawings and Prints
jousting armor,Arms and Armor
plaque,Asian Art
sampler,European Sculpture and Decorative Arts
papyrus,Egyptian Art
drawing,Drawings and Prints
ostracon,Egyptian Art
print,Drawings and Prints
print,Drawings and Prints
beaker,Medieval Art
drawing,Drawings and Prints
print,Drawings and Prints
kylix fragment,Greek and Roman Art
drawing,Drawings and Prints
print,Drawings and Prints
photograph,Photographs
print,Drawings and Prints
print,Drawings and Prints
kylix fragments,Greek and Roman Art
print,Drawings and Prints
cippus of perigenia,Greek and Roman Art
print,Drawings and Prints
textile fragment,Islamic Art
bead,"Arts of Africa, Oceania, and the Americas"
vase fragment,Greek and Roman Art
print,Drawings and Prints
drawing,Modern and Contemporary Art
print,Drawings and Prints
carte-de-visite,Photographs
print,Drawings and Prints
photograph,Photographs
print,Drawings and Prints
group,European Sculpture and Decorative Arts
print,Drawings and Prints
relief fragment,Egyptian Art
implement,Medieval Art
fragment,Greek and Roman Art
kylix fragment,Greek and Roman Art
flounce,European Sculpture and Decorative Arts
photograph,Drawings and Prints
sample,European Sculpture and Decorative Arts
print,Drawings and Prints
border,European Sculpture and Decorative Arts
books prints ornament & architecture,Drawings and Prints
drawing,Drawings and Prints
drawing,Drawings and Prints
photographs ornament & architecture,Drawings and Prints
book,Drawings and Prints
sealing,Egyptian Art
drawing,The American Wing
ornament,Islamic Art
teabowl,Asian Art
books prints ornament & architecture,Drawings and Prints
print,Drawings and Prints
postcard,Photographs
foot scraper,The American Wing
drawing,Drawings and Prints
antefix with scrolls and palmette,Greek and Roman Art
ensemble,Costume Institute
textile sample,Modern and Contemporary Art
page's sword,Arms and Armor
drawing,The American Wing
print,Asian Art
fragment,Islamic Art
photograph,The American Wing
inrō,Asian Art
print collection ornament & architecture,Drawings and Prints
print,Drawings and Prints
print,Asian Art
print,Drawings and Prints
bead,Egyptian Art
print,Drawings and Prints
book,Drawings and Prints
watercolor,The American Wing
brooch,Medieval Art
plate,Islamic Art
woman's rank badge,Asian Art
statuette of a lion,Greek and Roman Art
print,Drawings and Prints
photograph,Photographs
string of  leaf pendants,Egyptian Art
cord ornament (kanemono),Arms and Armor
kylix fragment,Greek and Roman Art
textile fragment,Islamic Art
drawing,Drawings and Prints
spindle,"Arts of Africa, Oceania, and the Americas"
ornament,"Arts of Africa, Oceania, and the Americas"
painting,European Paintings
print,Drawings and Prints
ostracon,Egyptian Art
tapestry,European Sculpture and Decorative Arts
print,Drawings and Prints
sealing,Egyptian Art
cache-sexe,"Arts of Africa, Oceania, and the Americas"
book clasp,European Sculpture and Decorative Arts
photograph,Drawings and Prints
print,Drawings and Prints
column-krater fragments,Greek and Roman Art
alabastron,Greek and Roman Art
evening dress,Costume Institute
kylix fragment,Greek and Roman Art
lipped inside,Greek and Roman Art
horn groove (sipar),Arms and Armor
drawing,Drawings and Prints
textile,Costume Institute
relief,Egyptian Art
folio from an illustrated manuscript,Islamic Art
pillbox hat,Costume Institute
stereograph,Photographs
sword guard (tsuba),Arms and Armor
print,Drawings and Prints
belt,"Arts of Africa, Oceania, and the Americas"
print,Drawings and Prints
fringe,European Sculpture and Decorative Arts
bead,Islamic Art
negative,Photographs
print,Drawings and Prints
print,Drawings and Prints
figure,"Arts of Africa, Oceania, and the Americas"
wig weight,Egyptian Art
earring,Egyptian Art
photograph baseball card,Drawings and Prints
print collection ornament & architecture,Drawings and Prints
photograph,Drawings and Prints
photograph,Photographs
print,Drawings and Prints
print,Drawings and Prints
sealing,Egyptian Art
print,Asian Art
bowl,The American Wing
video,Photographs
time-based media,Photographs
print,Drawings and Prints
drawing,Asian Art
vase,Asian Art
draw-top table,European Sculpture and Decorative Arts
sealing,Egyptian Art
book prints ornament & architecture,Drawings and Prints
illustrated book,Asian Art
vase fragment,Greek and Roman Art
chalice,Egyptian Art
drawing,Drawings and Prints
cup,European Sculpture and Decorative Arts
afternoon dress,Costume Institute
piece,Asian Art
evening ensemble,Costume Institute
bottle with stopper,European Sculpture and Decorative Arts
trousers,Costume Institute
standing cup with cover,European Sculpture and Decorative Arts
